close,date,amount,high,low,open,volume
19.0,2015/11/17,192.633,19.5,19.0,19.5,10.007
19.0,2015/11/18,192.633,19.5,19.0,19.5,10.007
19.0,2015/11/19,0.057,19.5,19.0,19.5,0.003
19.0,2015/11/20,0.017,19.5,19.0,19.5,0.001
19.0,2015/11/23,0.017,19.5,19.0,19.5,0.001
19.0,2015/11/24,0.017,19.5,19.0,19.5,0.001
19.0,2015/11/25,0.017,19.5,19.0,19.5,0.001
19.0,2015/11/26,0.017,19.5,19.0,19.5,0.001
19.0,2015/11/27,0.017,19.5,19.0,19.5,0.001
19.0,2015/11/30,0.017,19.5,19.0,19.5,0.001
19.0,2015/12/1,0.017,19.5,19.0,19.5,0.001
19.0,2015/12/2,0.017,19.5,19.0,19.5,0.001
19.0,2015/12/3,0.017,19.5,19.0,19.5,0.001
19.0,2015/12/4,0.017,19.5,19.0,19.5,0.001
19.0,2015/12/7,0.017,19.5,19.0,19.5,0.001
19.0,2015/12/8,0.017,19.5,19.0,19.5,0.001
19.0,2015/12/9,0.017,19.5,19.0,19.5,0.001
19.0,2015/12/10,0.017,19.5,19.0,19.5,0.001
19.0,2015/12/11,0.017,19.5,19.0,19.5,0.001
19.0,2015/12/14,0.017,19.5,19.0,19.5,0.001
19.0,2015/12/15,0.017,19.5,19.0,19.5,0.001
19.0,2015/12/16,0.017,19.5,19.0,19.5,0.001
19.0,2015/12/17,0.017,19.5,19.0,19.5,0.001
19.0,2015/12/18,0.017,19.5,19.0,19.5,0.001
19.0,2015/12/21,0.017,19.5,19.0,19.5,0.001
19.0,2015/12/22,0.017,19.5,19.0,19.5,0.001
19.0,2015/12/23,0.017,19.5,19.0,19.5,0.001
16.5,2015/12/24,82.5,16.5,16.5,16.5,5.0
16.5,2015/12/25,82.5,16.5,16.5,16.5,5.0
16.5,2015/12/28,0.016,16.5,16.5,16.5,0.001
16.5,2015/12/29,0.016,16.5,16.5,16.5,0.001
16.5,2015/12/30,0.016,16.5,16.5,16.5,0.001
16.5,2015/12/31,0.016,16.5,16.5,16.5,0.001
16.5,2016/1/4,0.016,16.5,16.5,16.5,0.001
16.5,2016/1/5,0.016,16.5,16.5,16.5,0.001
16.5,2016/1/6,0.016,16.5,16.5,16.5,0.001
16.5,2016/1/7,0.016,16.5,16.5,16.5,0.001
16.5,2016/1/8,0.016,16.5,16.5,16.5,0.001
16.5,2016/1/11,0.016,16.5,16.5,16.5,0.001
16.5,2016/1/12,0.016,16.5,16.5,16.5,0.001
16.5,2016/1/13,0.016,16.5,16.5,16.5,0.001
16.5,2016/1/14,0.016,16.5,16.5,16.5,0.001
16.5,2016/1/15,0.016,16.5,16.5,16.5,0.001
16.5,2016/1/18,0.016,16.5,16.5,16.5,0.001
16.5,2016/1/19,0.016,16.5,16.5,16.5,0.001
16.5,2016/1/20,0.016,16.5,16.5,16.5,0.001
16.5,2016/1/21,0.016,16.5,16.5,16.5,0.001
16.5,2016/1/22,0.016,16.5,16.5,16.5,0.001
16.5,2016/1/25,0.016,16.5,16.5,16.5,0.001
16.5,2016/1/26,0.016,16.5,16.5,16.5,0.001
16.5,2016/1/27,0.016,16.5,16.5,16.5,0.001
16.5,2016/1/28,0.016,16.5,16.5,16.5,0.001
16.5,2016/1/29,0.016,16.5,16.5,16.5,0.001
16.5,2016/1/30,0.016,16.5,16.5,16.5,0.001
16.5,2016/2/1,0.016,16.5,16.5,16.5,0.001
16.5,2016/2/2,0.016,16.5,16.5,16.5,0.001
16.5,2016/2/3,0.016,16.5,16.5,16.5,0.001
16.5,2016/2/15,0.032,16.5,16.5,16.5,0.002
16.5,2016/2/16,0.032,16.5,16.5,16.5,0.002
16.5,2016/2/17,0.032,16.5,16.5,16.5,0.002
16.5,2016/2/18,0.032,16.5,16.5,16.5,0.002
16.5,2016/2/19,0.032,16.5,16.5,16.5,0.002
16.5,2016/2/22,0.032,16.5,16.5,16.5,0.002
16.5,2016/2/23,0.032,16.5,16.5,16.5,0.002
16.5,2016/2/24,0.032,16.5,16.5,16.5,0.002
16.5,2016/2/25,0.032,16.5,16.5,16.5,0.002
16.5,2016/2/26,0.032,16.5,16.5,16.5,0.002
16.5,2016/3/1,0.032,16.5,16.5,16.5,0.002
16.5,2016/3/2,0.032,16.5,16.5,16.5,0.002
16.5,2016/3/3,0.032,16.5,16.5,16.5,0.002
16.5,2016/3/4,0.032,16.5,16.5,16.5,0.002
16.5,2016/3/7,0.032,16.5,16.5,16.5,0.002
16.5,2016/3/8,0.016,16.5,16.5,16.5,0.001
16.5,2016/3/9,0.016,16.5,16.5,16.5,0.001
16.5,2016/3/10,0.016,16.5,16.5,16.5,0.001
16.5,2016/3/11,0.016,16.5,16.5,16.5,0.001
16.5,2016/3/14,0.016,16.5,16.5,16.5,0.001
16.5,2016/3/15,0.016,16.5,16.5,16.5,0.001
16.5,2016/3/16,0.016,16.5,16.5,16.5,0.001
16.5,2016/3/17,0.016,16.5,16.5,16.5,0.001
16.5,2016/3/18,0.016,16.5,16.5,16.5,0.001
16.5,2016/3/21,0.016,16.5,16.5,16.5,0.001
16.5,2016/3/22,0.016,16.5,16.5,16.5,0.001
16.5,2016/3/23,0.016,16.5,16.5,16.5,0.001
16.5,2016/3/24,0.016,16.5,16.5,16.5,0.001
16.5,2016/3/25,0.016,16.5,16.5,16.5,0.001
16.5,2016/3/28,0.016,16.5,16.5,16.5,0.001
16.5,2016/3/29,0.016,16.5,16.5,16.5,0.001
16.5,2016/3/30,0.016,16.5,16.5,16.5,0.001
16.5,2016/3/31,0.016,16.5,16.5,16.5,0.001
16.5,2016/4/1,0.016,16.5,16.5,16.5,0.001
16.5,2016/4/6,0.016,16.5,16.5,16.5,0.001
16.5,2016/4/7,0.016,16.5,16.5,16.5,0.001
16.5,2016/4/8,0.016,16.5,16.5,16.5,0.001
16.5,2016/4/11,0.016,16.5,16.5,16.5,0.001
16.5,2016/4/12,0.016,16.5,16.5,16.5,0.001
16.5,2016/4/13,0.016,16.5,16.5,16.5,0.001
16.5,2016/4/14,0.016,16.5,16.5,16.5,0.001
16.5,2016/4/15,0.016,16.5,16.5,16.5,0.001
16.5,2016/4/18,0.016,16.5,16.5,16.5,0.001
16.5,2016/4/19,0.016,16.5,16.5,16.5,0.001
16.5,2016/4/20,0.016,16.5,16.5,16.5,0.001
16.5,2016/4/21,0.016,16.5,16.5,16.5,0.001
16.5,2016/4/22,0.016,16.5,16.5,16.5,0.001
16.5,2016/4/25,0.016,16.5,16.5,16.5,0.001
16.5,2016/4/26,0.016,16.5,16.5,16.5,0.001
16.5,2016/4/27,0.016,16.5,16.5,16.5,0.001
16.5,2016/4/28,0.016,16.5,16.5,16.5,0.001
16.5,2016/4/29,0.016,16.5,16.5,16.5,0.001
16.5,2016/5/3,0.016,16.5,16.5,16.5,0.001
16.5,2016/5/4,0.016,16.5,16.5,16.5,0.001
16.5,2016/5/5,0.016,16.5,16.5,16.5,0.001
16.5,2016/5/6,0.016,16.5,16.5,16.5,0.001
16.5,2016/5/9,0.016,16.5,16.5,16.5,0.001
16.5,2016/5/10,0.016,16.5,16.5,16.5,0.001
16.5,2016/5/11,0.016,16.5,16.5,16.5,0.001
16.5,2016/5/12,0.016,16.5,16.5,16.5,0.001
16.5,2016/5/13,0.016,16.5,16.5,16.5,0.001
16.5,2016/5/16,0.016,16.5,16.5,16.5,0.001
16.5,2016/5/17,0.016,16.5,16.5,16.5,0.001
16.5,2016/5/18,0.016,16.5,16.5,16.5,0.001
16.5,2016/5/19,0.016,16.5,16.5,16.5,0.001
16.5,2016/5/20,0.016,16.5,16.5,16.5,0.001
16.5,2016/5/23,0.016,16.5,16.5,16.5,0.001
16.5,2016/5/24,0.016,16.5,16.5,16.5,0.001
16.5,2016/5/25,0.016,16.5,16.5,16.5,0.001
16.5,2016/5/26,0.016,16.5,16.5,16.5,0.001
16.5,2016/5/27,0.016,16.5,16.5,16.5,0.001
16.5,2016/5/30,0.016,16.5,16.5,16.5,0.001
16.5,2016/5/31,0.016,16.5,16.5,16.5,0.001
16.5,2016/6/1,0.016,16.5,16.5,16.5,0.001
16.5,2016/6/2,0.016,16.5,16.5,16.5,0.001
16.5,2016/6/3,0.016,16.5,16.5,16.5,0.001
16.5,2016/6/4,0.016,16.5,16.5,16.5,0.001
16.5,2016/6/6,0.016,16.5,16.5,16.5,0.001
16.5,2016/6/7,0.016,16.5,16.5,16.5,0.001
16.5,2016/6/8,0.016,16.5,16.5,16.5,0.001
16.5,2016/6/13,0.016,16.5,16.5,16.5,0.001
16.5,2016/6/14,0.016,16.5,16.5,16.5,0.001
16.5,2016/6/15,0.016,16.5,16.5,16.5,0.001
16.5,2016/6/16,0.016,16.5,16.5,16.5,0.001
16.5,2016/6/17,0.016,16.5,16.5,16.5,0.001
16.5,2016/6/20,0.016,16.5,16.5,16.5,0.001
16.5,2016/6/21,0.016,16.5,16.5,16.5,0.001
16.5,2016/6/22,0.016,16.5,16.5,16.5,0.001
16.5,2016/6/23,0.016,16.5,16.5,16.5,0.001
16.5,2016/6/24,0.016,16.5,16.5,16.5,0.001
16.5,2016/6/27,0.016,16.5,16.5,16.5,0.001
16.5,2016/6/28,0.016,16.5,16.5,16.5,0.001
16.5,2016/6/29,0.016,16.5,16.5,16.5,0.001
16.5,2016/6/30,0.016,16.5,16.5,16.5,0.001
16.5,2016/7/1,0.016,16.5,16.5,16.5,0.001
16.5,2016/7/4,0.016,16.5,16.5,16.5,0.001
16.5,2016/7/5,0.016,16.5,16.5,16.5,0.001
16.5,2016/7/6,0.016,16.5,16.5,16.5,0.001
16.5,2016/7/7,0.016,16.5,16.5,16.5,0.001
16.5,2016/7/11,0.016,16.5,16.5,16.5,0.001
16.5,2016/7/12,0.016,16.5,16.5,16.5,0.001
16.5,2016/7/13,0.016,16.5,16.5,16.5,0.001
16.5,2016/7/14,0.016,16.5,16.5,16.5,0.001
16.5,2016/7/15,0.016,16.5,16.5,16.5,0.001
16.5,2016/7/18,0.016,16.5,16.5,16.5,0.001
16.5,2016/7/19,0.016,16.5,16.5,16.5,0.001
16.5,2016/7/20,0.016,16.5,16.5,16.5,0.001
16.5,2016/7/21,0.016,16.5,16.5,16.5,0.001
16.5,2016/7/22,0.016,16.5,16.5,16.5,0.001
16.5,2016/7/25,0.016,16.5,16.5,16.5,0.001
16.5,2016/7/26,0.016,16.5,16.5,16.5,0.001
16.5,2016/7/27,0.016,16.5,16.5,16.5,0.001
16.5,2016/7/28,0.016,16.5,16.5,16.5,0.001
16.5,2016/7/29,0.016,16.5,16.5,16.5,0.001
16.5,2016/8/1,0.016,16.5,16.5,16.5,0.001
16.5,2016/8/2,0.016,16.5,16.5,16.5,0.001
16.5,2016/8/3,0.016,16.5,16.5,16.5,0.001
16.5,2016/8/4,0.016,16.5,16.5,16.5,0.001
16.5,2016/8/5,0.016,16.5,16.5,16.5,0.001
16.5,2016/8/8,0.016,16.5,16.5,16.5,0.001
16.5,2016/8/9,0.016,16.5,16.5,16.5,0.001
16.5,2016/8/10,0.016,16.5,16.5,16.5,0.001
16.5,2016/8/11,0.016,16.5,16.5,16.5,0.001
16.5,2016/8/12,0.016,16.5,16.5,16.5,0.001
16.5,2016/8/15,0.016,16.5,16.5,16.5,0.001
16.5,2016/8/16,0.016,16.5,16.5,16.5,0.001
16.5,2016/8/17,0.016,16.5,16.5,16.5,0.001
16.5,2016/8/18,0.016,16.5,16.5,16.5,0.001
16.5,2016/8/19,0.016,16.5,16.5,16.5,0.001
16.5,2016/8/22,0.016,16.5,16.5,16.5,0.001
16.5,2016/8/23,0.016,16.5,16.5,16.5,0.001
16.5,2016/8/24,0.016,16.5,16.5,16.5,0.001
16.5,2016/8/25,0.016,16.5,16.5,16.5,0.001
16.5,2016/8/26,0.016,16.5,16.5,16.5,0.001
16.5,2016/8/29,0.016,16.5,16.5,16.5,0.001
16.5,2016/8/30,0.016,16.5,16.5,16.5,0.001
16.5,2016/8/31,0.016,16.5,16.5,16.5,0.001
16.5,2016/9/1,0.016,16.5,16.5,16.5,0.001
16.5,2016/9/2,0.016,16.5,16.5,16.5,0.001
16.5,2016/9/5,0.016,16.5,16.5,16.5,0.001
16.5,2016/9/6,0.016,16.5,16.5,16.5,0.001
16.5,2016/9/7,0.016,16.5,16.5,16.5,0.001
16.5,2016/9/8,0.016,16.5,16.5,16.5,0.001
16.5,2016/9/9,0.016,16.5,16.5,16.5,0.001
16.5,2016/9/10,0.016,16.5,16.5,16.5,0.001
16.5,2016/9/12,0.016,16.5,16.5,16.5,0.001
16.5,2016/9/13,0.016,16.5,16.5,16.5,0.001
16.5,2016/9/14,0.016,16.5,16.5,16.5,0.001
16.5,2016/9/19,0.016,16.5,16.5,16.5,0.001
16.5,2016/9/20,0.016,16.5,16.5,16.5,0.001
16.5,2016/9/21,0.016,16.5,16.5,16.5,0.001
16.5,2016/9/22,0.016,16.5,16.5,16.5,0.001
16.5,2016/9/23,0.016,16.5,16.5,16.5,0.001
16.5,2016/9/26,0.016,16.5,16.5,16.5,0.001
16.5,2016/9/29,0.016,16.5,16.5,16.5,0.001
16.5,2016/9/30,0.016,16.5,16.5,16.5,0.001
16.5,2016/10/3,0.016,16.5,16.5,16.5,0.001
16.5,2016/10/4,0.016,16.5,16.5,16.5,0.001
16.5,2016/10/5,0.016,16.5,16.5,16.5,0.001
16.5,2016/10/6,0.016,16.5,16.5,16.5,0.001
16.5,2016/10/7,0.016,16.5,16.5,16.5,0.001
16.5,2016/10/11,0.016,16.5,16.5,16.5,0.001
16.5,2016/10/12,0.016,16.5,16.5,16.5,0.001
16.5,2016/10/13,0.016,16.5,16.5,16.5,0.001
16.5,2016/10/14,0.016,16.5,16.5,16.5,0.001
16.5,2016/10/17,0.016,16.5,16.5,16.5,0.001
16.5,2016/10/18,0.016,16.5,16.5,16.5,0.001
16.5,2016/10/19,0.016,16.5,16.5,16.5,0.001
